Please set at least one row in the Taxes and Charges Table,"Будь ласка, встановіть принаймні один рядок у таблиці податків та зборів",
Please set both the Tax ID and Fiscal Code on Company {0},"Будь ласка, встановіть і податковий ідентифікатор, і фінансовий код для компанії {0}",
Please set default Cash or Bank account in Mode of Payment {0},"Будь ласка, встановіть готівку або банківський рахунок за замовчуванням у способі оплати {0}",
Please set default Cash or Bank account in Mode of Payment {},"Будь ласка, встановіть готівку або банківський рахунок за замовчуванням у способі оплати {}",
Please set default Cash or Bank account in Mode of Payments {},"Будь ласка, встановіть готівку або банківський рахунок за замовчуванням у Способі оплати {}",
Please set default Exchange Gain/Loss Account in Company {},"Будь ласка, встановіть рахунок прибутку/збитку від обміну за замовчуванням у компанії {}",
Please set default Expense Account in Company {0},"Будь ласка, встановіть рахунок витрат за замовчуванням у компанії {0}",
Please set default UOM in Stock Settings,"Будь ласка, встановіть одиницю виміру за замовчуванням у налаштуваннях запасу",
Please set default account in Salary Component {0},"Будь ласка, встановіть обліковий запис стандартним записом в компоненті Зарплатний {0}",
Please set default cost of goods sold account in company {0} for booking rounding gain and loss during stock transfer,"Будь ласка, встановіть рахунок собівартості реалізованої продукції за замовчуванням у компанії {0} для отримання прибутку та збитку від округлення під час переміщення запасів",
Please set default customer in Restaurant Settings,"Будь ласка, встановіть клієнт за замовчуванням у налаштуваннях ресторану",
"Please set default inventory account for item {0}, or their item group or brand.","Будь ласка, встановіть обліковий запис інвентарю за замовчуванням для товару {0}, або його групи товарів чи бренду.",
Please set default {0} in Company {1},"Будь ласка, встановіть значення за замовчуванням {0} у компанії {1}",
"Please set defaults for Customer Group, Territory and Selling Price List in Selling Settings","Будь ласка, встановіть значення за замовчуванням для групи клієнтів, території та прайс-листа у налаштуваннях продажу",
Please set filter based on Item or Warehouse,"Будь ласка, встановіть фільтр на основі товару або складу",
Please set filter based on Item or Warehouse due to a large amount of entries.,"Будь ласка, встановіть фільтр на основі предмета або складу через велику кількість записів.",
Please set filters,"Будь ласка, встановіть фільтри",
Please set filters value in Report Filter table.,"Будь ласка, встановіть значення фільтрів в Report Filter таблиці.",
Please set leave policy for employee {0} in Employee / Grade record,"Будь ласка, встановіть політику відпустки для співробітника {0} у службовій / класній запису",
Please set one of the following:,"Будь ласка, встановіть одне з наступного:",
Please set opening number of booked depreciations,"Будь ласка, встановіть початковий номер зарахованих амортизацій",
Please set recurring after saving,"Будь ласка, налаштуйте повторюваність після збереження",
Please set the Customer Address,"Будь ласка, вкажіть адресу клієнта",
Please set the Default Cost Center in {0} company.,"Будь ласка, встановіть центр витрат за замовчуванням у компанії {0}.",
Please set the Email ID for the Student to send the Payment Request,"Вкажіть ідентифікатор електронної пошти для Студентки, щоб відправити запит на оплату",
Please set the Item Code first,"Будь ласка, спочатку встановіть код товару",
Please set the Paid Amount first,Спочатку встановіть Сплачену суму,
Please set the Payment Schedule,"Будь ласка, встановіть Розклад платежів",
Please set the Target Warehouse in the Job Card,"Будь ласка, встановіть цільовий склад у картці завдання",
Please set the WIP Warehouse in the Job Card,"Будь ласка, встановіть склад незавершеного виробництва в картці завдання",
Please set the cost center field in {0} or setup a default Cost Center for the Company.,"Будь ласка, встановіть поле центру витрат у {0} або налаштуйте центр витрат за замовчуванням для компанії.",
Please set the following documents in this Dashboard as standard first.,Спершу встановіть на цій інформаційній панелі такі документи як стандартні.,
Please set the initiator name and the security credential,"Будь ласка, встановіть ім’я ініціатора та облікові дані безпеки",
Please set the series to be used.,"Будь ласка, встановіть серію, яка буде використана.",
Please set up the Campaign Schedule in the Campaign {0},"Будь ласка, налаштуйте розклад кампанії в розділі ""Кампанія"" {0}",
Please set valid GSTIN No. in Company Address for company {0},Вкажіть дійсний номер GSTIN в Адреса компанії для компанії {0},
Please set {0},"Будь ласка, встановіть {0}",
Please set {0},"Будь ласка, встановіть {0}",customer
Please set {0},"Будь ласка, встановіть {0}",supplier
Please set {0} first.,"Будь ласка, спочатку встановіть {0}.",
"Please set {0} for Batched Item {1}, which is used to set {2} on Submit.","Будь ласка, встановіть {0} для пакетного елемента {1}, який використовується для встановлення {2} під час надсилання.",
Please set {0} for address {1},"Будь ласка, встановіть {0} для адреси {1}",
Please set {0} for the Employee or for Department: {1},"Будь ласка, встановіть {0} для працівника або для підрозділу: {1}",
Please set {0} in BOM Creator {1},"Будь ласка, встановіть {0} у редакторі BOM {1}",
Please set {0} in Company {1} to account for Exchange Gain / Loss,"Будь ласка, встановіть {0} у компанії {1} для врахування прибутку/збитку від курсової різниці",
"Please set {0} to {1}, the same account that was used in the original invoice {2}.","Будь ласка, встановіть для {0} значення {1}, той самий обліковий запис, який використовувався в оригінальному рахунку-фактурі {2}.",
Please setup Instructor Naming System in Education > Education Settings,"Будь ласка, налаштуйте систему іменування інструкторів у програмі Освіта&gt; Налаштування освіти",
Please setup Razorpay Plan ID,"Будь ласка, встановіть ідентифікатор плану Razorpay",
"Please setup SMS before setting it as an authentication method, via SMS Settings","Будь-ласка, настройте SMS, перш ніж встановити його як метод автентифікації, через SMS Settings",
Please setup Students under Student Groups,"Будь-ласка, налаштуйте студентів за групами студентів",
Please setup a default bank account for company {0},Установіть банківський рахунок за замовчуванням для компанії {0},
Please setup a message first,Спочатку налаштуйте повідомлення,
Please setup and enable a group account with the Account Type - {0} for the company {1},"Будь ласка, налаштуйте та активуйте груповий обліковий запис із типом облікового запису - {0} для компанії {1}",
Please setup default Email Account from Setup > Email > Email Account,Установіть обліковий запис електронної пошти за замовчуванням у програмі Налаштування&gt; Електронна пошта&gt; Обліковий запис електронної пошти,
Please share this email with your support team so that they can find and fix the issue.,"Будь ласка, поділіться цим електронним листом зі своєю службою підтримки, щоб вони могли знайти та вирішити проблему.",
Please specify,Будь ласка уточніть,
Please specify Company,"Будь ласка, вкажіть компанію",
Please specify Company to proceed,"Будь ласка, вкажіть компанію, щоб продовжити",
Please specify a valid 'From Case No.',"Будь ласка, вкажіть дійсний &quot;Від справі № &#39;",
Please specify a valid Row ID for row {0} in table {1},"Будь ласка, вкажіть дійсний ідентифікатор рядка для рядка {0} у таблиці {1}",
Please specify a {0},Укажіть {0},lead
Please specify a {0} first.,"Будь ласка, спочатку вкажіть {0}.",
Please specify at least one attribute in the Attributes table,"Будь ласка, вкажіть принаймні один атрибут у таблиці ""Атрибути""",
Please specify currency in Company,"Будь ласка, сформулюйте валюту в Компанії",
Please specify either Quantity or Valuation Rate or both,"Будь ласка, вкажіть або Кількість, або Оцінювальну ставку, або обидва",
Please specify from/to range,"Будь ласка, вкажіть діапазон від/до",
Please specify which date field must be checked,"Вкажіть, будь ласка, поля дати, що повинні бути позначені",
Please specify which value field must be checked,"Вкажіть, будь ласка, поля значення, що повинні бути позначені",
Please supply the specified items at the best possible rates,"Будь ласка, надайте зазначені пункти в найкращих можливих ставок",
Please try again,Будь ласка спробуйте ще раз,
Please try again in an hour.,"Будь ласка, спробуйте ще раз через годину.",
Please uncheck 'Show in Bucket View' to create Orders,"Будь ласка, зніміть прапорець ""Показати в режимі перегляду корзини"", щоб створити замовлення",
Please update Repair Status.,"Будь ласка, оновіть статус ремонту.",
Please verify your Email Address,"Будь ласка, підтвердіть свою адресу електронної пошти",
Please wait 3 days before resending the reminder.,"Будь ласка, зачекайте 3 дні до повторного надсилання нагадування.",
Point Allocation Periodicity,Періодичність розподілу точок,
Point Of Sale,Касовий термінал,
Point of Sale,Точка продажу,
Point-of-Sale,POS,
Point-of-Sale Profile,Профіль точки продажу,
Points,Очки,
Points Given,Наведені бали,
Policy No,Номер політики,
Policy number,Номер поліса,
Pond,Ставок,
Pondicherry,Пондічеррі,
Pood,Магазин,
Port,Порт,
Port Code,Код порту,
Portal,Портал,
Portal Menu,Меню порталу,
Portal Menu Item,Пункт меню порталу,
Portal Settings,Налаштування порталу,
Portal User,Користувач порталу,
Portal Users,Користувачі порталу,
Portrait,Портрет,
Position,Позиція,
Possible Supplier,Можливий постачальник,
Post Comment,Опублікувати коментар,
Post Description Key,Ключ опису публікації,
Post Graduate,Аспірантура,
Post Route Key,Ключ маршруту публікації,
Post Route Key List,Список ключів маршруту публікації,
Post Route String,Рядок маршруту публікації,
Post Status,Статус публікації,
Post Title Key,Ключ до назви публікації,
Postal,Поштовий,
Postal Code,Поштовий індекс,
Postal Expenses,Поштові витрати,
Posted,Опубліковано,
Posting Date,Дата публікації,
Posting Date Inheritance for Exchange Gain / Loss,Успадкування дати проводки для прибутку/збитку від курсової різниці,
Posting Date cannot be future date,Дата публікації не може бути датою в майбутньому,
Posting Date will change to today's date as Edit Posting Date and Time is unchecked. Are you sure want to proceed?,"Дата публікації зміниться на сьогоднішню дату, оскільки прапорець ""Редагувати дату й час публікації"" знято. Ви впевнені, що хочете продовжити?",
Posting Date {0} cannot be before Purchase Order date for the following:,<p>Дата публікації {0} не може бути раніше дати замовлення на придбання для наступних товарів:</p><ul>,
Posting Datetime,Дата й час публікації,
Posting Time,Час публікації,
Posting date and posting time is mandatory,Дата та час публікації обов’язкові,
Posting future stock transactions are not allowed due to Immutable Ledger,Опублікування майбутніх біржових операцій заборонено через незмінній книзі,
Posting timestamp must be after {0},Мітка часу публікації має бути після {0},
Postprocess Method,Метод постпроцесу,
Posts,Пост-и,
Posts by {0},Записи автора: {0},
Posts filed under {0},"Повідомлення, подані відповідно до {0}",
Potential Sales Deal,Потенційна угода купівлі-продажу,
Potential opportunities for selling.,Потенційні можливості для продажу.,
Pound,Фунт,
Pound-Force,Фунт-сила,
Pound/Cubic Foot,Фунт/кубічний фут,
Pound/Cubic Inch,Фунт/кубічний дюйм,
Pound/Cubic Yard,Фунт/кубічний ярд,
Pound/Gallon (UK),Фунт/галон (Велика Британія),
Pound/Gallon (US),Фунт/галон (США),
Poundal,Паундал,
Powered by {0},За підтримки {0},
Practitioner Name,Ім&#39;я практикуючого,
Practitioner Schedule,Розклад практикуючих,
Practitioner Schedule Not Found,Графік практики не знайдено,
Practitioner Schedules,Практикуючі розклади,
Practitioner Service Unit Schedule,Розклад служби практиків,
Pre Sales,Передпродаж,
Precision,Точність,
Precision should be between 1 and 6,Точність повинна бути між 1 і 6,
Predictable substitutions like '@' instead of 'a' don't help very much.,Передбачувані заміни як-от '@' замість 'а' не надто допоможуть.,
Prefer not to say,Віддайте перевагу не говорити,
Prefered Contact Email,Бажаний Контактний Email,
Prefered Email,Бажаний E-mail,
Preference,Налаштування,
Preferred Billing Address,Основна платіжна адреса,
Preferred Contact Email,Бажана контактна електронна адреса,
Preferred Email,Бажана електронна адреса,
Preferred Shipping Address,Основна адреса доставки,
Prefix,Префікс,
Prepaid Expenses,Передоплачені витрати,
Prepared Report,Підготовлений звіт,
Prepared Report Expiry Period (Days),Термін дії підготовленого звіту (дні),
Prepared Report User,Підготовлений звіт Користувач,
Preparing Report,Підготовка звіту,
Preprocess Method,Метод попередньої обробки,
Prescribed Procedures,Прописані процедури,
Prescribed Therapies,Призначені терапії,
Prescription,Рецепт,
Prescription Dosage,Рецептурна доза,
Prescription Duration,Тривалість рецепту,
Prescriptions,Рецепти,
Presence of a fever (temp &gt; 38.5 °C/101.3 °F or sustained temp &gt; 38 °C/100.4 °F),"Наявність лихоманки (температура&gt; 38,5 ° С / 101,3 ° F або стійка температура&gt; 38 ° C / 100,4 ° F)",
President,Президент,
Press Alt Key to trigger additional shortcuts in Menu and Sidebar,"Натисніть клавішу Alt, щоб запустити додаткові ярлики в меню та бічній панелі",
Press Enter to save,"Натисніть клавішу Enter, щоб зберегти",
Prev,Попередня,
Prevdoc DocType,Тип документа Prevdoc,
Prevent POs,Запобігання замовленням на придбання,
Prevent Purchase Orders,Запобігання замовленням на придбання,
Prevent RFQs,Запобігти запитам цінових пропозицій,
Preventive,Профілактичний,
Preventive Action,Профілактичні дії,
Preventive Maintenance,Профілактичне обслуговування,
Preview,Попередній перегляд,
Preview Email,Попередній перегляд електронного листа,
Preview HTML,Попередній HTML,
Preview Message,Попередній перегляд повідомлення,
Preview Required Materials,Попередній перегляд необхідних матеріалів,
Previous,Назад,
Previous Business Day,Попередній робочий день,
Previous Financial Year is not closed,Попередній фінансовий рік не закрито,
Previous Hash,Попередній хаш,
Previous Qty,Попередня кількість,
Previous Work Experience,Попередній досвід роботи,
"Previous Year is not closed, please close it first","Попередній рік не закрито, будь ласка, закрийте його спочатку",
Price,Ціна,
Price ({0}),Ціна ({0}),
Price Discount Scheme,Схема знижок,
Price Discount Slabs,Плити зі знижкою,
Price List,Прайс-лист,
Price List & Currency,Прайс-лист та валюта,
Price List (Auto created),Прайс-лист (авто створений),
Price List Country,Країна прайс-листа,
Price List Currency,Валюта прайс-листа,
Price List Currency not selected,Валюта прайс-листа не вибрана,
Price List Defaults,Значення прайс-листа за замовчуванням,
Price List Exchange Rate,Курс обміну прайс-листа,
Price List Master,Майстер Прайс-листа,
Price List Name,Назва прайс-листа,
Price List Rate,Ціна прайс-листа,
Price List Rate (Company Currency),Ціна за прайс-листом (валюта компанії),
"Price List Rate has not been set as editable in Selling Settings. In this scenario, setting Update Price List Based On to Price List Rate will prevent auto-updation of Item Price.Are you sure you want to continue?","<p>Ціну прайс-листа не встановлено як доступну для редагування в налаштуваннях продажу. У цьому випадку встановлення для параметра <strong>""Оновити прайс-лист на основі</strong> "" <strong>значення ""Ціна прайс-листа""</strong> запобігатиме автоматичному оновленню ціни товару.</p> Ви впевнені, що хочете продовжити?",
Price List master.,Майстер Прайс-листа,
Price List must be applicable for Buying or Selling,Прайс-лист має бути застосовним для купівлі або продажу,
Price List {0} is disabled or does not exist,Прайс-лист {0} вимкнено або не існує,
Price Not UOM Dependent,Ціна не залежить від одиниці виміру,
Price Per Unit ({0}),Ціна за одиницю ({0}),
Price is not set for the item.,Ціна на товар не встановлена.,
Price not found for item {0} in price list {1},Ціну для товару {0} у прайс-листі {1} не знайдено,
Price or Product Discount,Ціна або знижка на продукт,
Price or product discount slabs are required,Потрібні таблички з ціною або знижкою на продукт,
Price per Unit (Stock UOM),Ціна за одиницю (запасна одиниця),
Prices will not be shown if Price List is not set,"Ціни не будуть показані, якщо прайс-лист не встановлено",
Pricing,Ціноутворення,
Pricing Rule,Правило ціноутворення,
Pricing Rule Brand,Бренд правила ціноутворення,
Pricing Rule Detail,Деталі правила ціноутворення,
Pricing Rule Help,Довідка щодо правил ціноутворення,
Pricing Rule Item Code,Код товару правила ціноутворення,
Pricing Rule Item Group,Група елементів правила ціноутворення,
"Pricing Rule is first selected based on 'Apply On' field, which can be Item, Item Group or Brand.","Правило ціноутворення спочатку вибирається на основі поля ""Застосувати до"", яке може бути ""Елемент"", ""Група елементів"" або ""Бренд"".",
"Pricing Rule is made to overwrite Price List / define discount percentage, based on some criteria.",Правило ціноутворення створено для перезапису прайс-листа / визначення відсотка знижки на основі певних критеріїв.,
Pricing Rule {0} is updated,Правило ціноутворення {0} оновлено,
Pricing Rules,Правила ціноутворення,
Pricing Rules are further filtered based on quantity.,Правила ціноутворення додатково фільтруються на основі кількості.,
Primary,Основний,
Primary Address,Основна адреса,
Primary Address Details,Дані основної адреси,
Primary Address and Contact,Основна адреса та контактна інформація,
Primary Address and Contact Detail,Основна адреса та контактні дані,
Primary Color,Основний колір,
Primary Contact Details,Основні контактні дані,
Primary Contact Email,Електронна адреса основного контакту,
Primary Party,Основна партія,
Primary Role,Основна роль,
Primary Settings,Основні налаштування,
Print,Друк,
Print Documents,Друк документів,
Print Format,Формат друку,
Print Format Builder,Конструктор форматів друку,
Print Format Help,Довідка з форматів друку,
Print Format Name,Назва формату друку,
Print Format Type,Тип формату друку,
Print Format Type should be Jinja.,Тип формату друку має бути Jinja.,
Print Format must be an enabled Report Print Format matching the selected Report.,"Формат друку має бути увімкненим форматом друку звіту, що відповідає вибраному звіту.",
Print Format {0} is disabled,Формат друку {0} відключено,
Print Heading,Заголовок друку,
Print Hide,Друк Приховати,
Print Hide If No Value,Друк Приховати Якщо немає значення,
Print IRS 1099 Forms,Друк форм IRS 1099,
Print Language,Мова друку,
Print Position,Позиція друку,
Print Preferences,Параметри друку,
Print Receipt,Роздрукувати квитанцію,
Print Receipt on Order Complete,Друкувати квитанцію після завершення замовлення,
Print Report Card,Друк звіту картки,
Print Section,Друк розділу,
Print Sent to the printer!,Друк Надіслано на принтер!,
Print Server,Сервер друку,
Print Settings,Налаштування друку,
Print Settings...,Налаштування друку ...,
Print Style,Стиль друку,
Print Style Name,Назва стилю друку,
Print Style Preview,Роздрукувати Style Preview,
Print UOM after Quantity,Друк одиниці виміру після кількості,
Print Width,Ширина друку,
"Print Width of the field, if the field is a column in a table","Ширина друку поля, якщо поле являє собою стовпець в таблиці",
Print Without Amount,Друк без суми,
Print and Stationery,Друк та канцелярські товари,
Print settings updated in respective print format,Параметри друку оновлено у відповідному форматі друку,
Print taxes with zero amount,Друк податків з нульовою сумою,
Print with letterhead,Друкувати з бланком,
Printed On ,Надруковано,
Printed on,Друкується далі,
Printed on {0},Надруковано {0},
Printer,Принтер,
Printer Mapping,Картографування принтерів,
Printer Name,Ім&#39;я принтера,
Printer Settings,Налаштування принтера,
Printing,Друк,
Printing Details,Деталі друку,
Printing Setting,Налаштування друку,
Printing Settings,Параметри друку,
Printing and Branding,Друк і брендинг,
Printing failed,Помилка друку,
Priorities,Пріоритети,
Priority,Пріоритет,
Priority cannot be lesser than 1.,Пріоритет не може бути меншим за 1.,
Priority has been changed to {0}.,Пріоритет змінено на {0}.,
Priority is mandatory,Пріоритет обов’язковий,
Priority {0} has been repeated.,Пріоритет {0} повторено.,
Private,Приватний,
Private Equity,Приватний акціонерний капітал,
Private Key,Приватний ключ,
Private and public Notes.,Приватні та державні Примітки.,
ProTip: Add <code>Reference: {{ reference_doctype }} {{ reference_name }}</code> to send document reference,ProTip: Додати <code>Reference: {{ reference_doctype }} {{ reference_name }}</code> відправити довідковий документ,
Probability,Ймовірність,
Probability (%),Ймовірність (%),
Problem,Проблема,
Procedure,Процедура,
Procedure Created,Процедура створена,
Procedure Name,Назва процедури,
Procedure Prescription,Процедура рецепту,
Procedure Template,Шаблон процедури,
Procedure(s) Prescribed.,Процедура (процедури) Призначені.,
Procedures,Процедури,
Procedures dropped,Процедури скасовано,
Proceed Anyway,Все одно продовжуйте,
Process Day Book Data,Обробляти дані книги на день,
Process Deferred Accounting,Обробка відкладеного обліку,
Process Description,Опис процесу,
Process Failed,Помилка процесу,
Process Loss,Втрата процесу,
Process Loss Percentage cannot be greater than 100,Відсоток втрат процесу не може бути більшим за 100,
Process Loss Qty,Кількість втрат процесу,
Process Loss Quantity,Кількість втрат процесу,
Process Loss Report,Звіт про втрати процесу,
Process Loss Value,Значення втрат процесу,
Process Master Data,Обробляти основні дані,
Process Owner,Власник процесу,
Process Owner Full Name,Повне ім’я власника процесу,
Process Payment Reconciliation,Звірка платежів процесу,
Process Payment Reconciliation Log,Журнал узгодження платежів обробки,
Process Payment Reconciliation Log Allocations,Розподіл журналу узгодження платежів,
Process Period Closing Voucher,Ваучер на закриття періоду обробки,
Process Period Closing Voucher Detail,Деталі ваучера закриття періоду обробки,
Process Statement Of Accounts,Процесна виписка з рахунків,
Process Statement Of Accounts CC,Виписка з рахунків процесу CC,
Process Statement Of Accounts Customer,Виписка з рахунків клієнта процесу,
Process Subscription,Процес підписки,
Process Transfer,Передача процесу,
Process in Single Transaction,Процес в одній транзакції,
Processed BOMs,Оброблені специфікації матеріалів (BOM),
Processed Files,Оброблені файли,
Processes,Процеси,
Processing,Обробка,
Processing Chart of Accounts and Parties,Опрацювання рахунків та рахунків,
Processing Date,Дата обробки,
Processing Inpatient Discharge,Обробка стаціонарної виписки,
Processing Items and UOMs,Обробка предметів та UOM,
Processing Party Addresses,Обробка сторонніх адрес,
Processing Patient Admission,Обробка прийому пацієнтів,
Processing Vouchers,Обробка ваучерів,
Processing XML Files,Обробка XML-файлів,
Processing import...,Обробка імпорту...,
Processing...,Обробка ...,
Procurement,Закупівлі,
Procurement Tracker,Відстеження закупівель,
Produce,Продукувати,
Produce Qty,Кількість продукції,
Produced,Вироблено,
Produced / Received Qty,Вироблена / Отримана кількість,
Produced Items,Вироблені предмети,
Produced Qty,Вироблена кількість,
Produced Quantity,Вироблена кількість,
Producer Document Name,Назва документа виробника,
Producer URL,URL-адреса виробника,
Product,Продукт,
Product Bundle,Пакет продуктів,
Product Bundle Balance,Баланс пакету продуктів,
Product Bundle Help,Довідка щодо пакетів продуктів,
Product Bundle Item,Комплект товарів,
Product Discount Scheme,Схема знижок на продукцію,
Product Discount Slabs,Плити зі знижкою на продукцію,
Product Enquiry,Запит щодо продукту,
Product Manager,Менеджер продукту,
Product Page,Сторінка продукту,
Product Price ID,Ідентифікатор ціни продукту,
Product Search,Пошук продукту,
Production,Виробництво,
Production Analytics,Аналітика виробництва,
Production Capacity,Виробнича потужність,
Production Item,Виробничий елемент,
Production Item Info,Інформація про виробничий елемент,
Production Plan,Виробничий план,
Production Plan Already Submitted,Виробничий план вже подано,
Production Plan Item,Елемент виробничого плану,
Production Plan Item Reference,Посилання на елемент виробничого плану,
Production Plan Material Request,Запит на матеріали виробничого плану,
Production Plan Material Request Warehouse,Запит на матеріали виробничого плану Склад,
Production Plan Qty,Кількість виробничого плану,
Production Plan Sales Order,Замовлення на продаж виробничого плану,
Production Plan Sub Assembly Item,Елемент підвузла виробничого плану,
Production Plan Sub-assembly Item,Елемент підвузла виробничого плану,
Production Plan Summary,Зведений план виробництва,
Production Planning Report,Звіт про планування виробництва,
Products,Продукти,
Products Settings,Налаштування виробів,
Products per Page,Продукція на сторінку,
Products to be shown on website homepage,"Продукти, що будуть показані на головній сторінці веб-сайту",
Prof,професор,
Profile,Профіль,
Profit & Loss,Прибуток і збиток,
Profit This Year,Прибуток цього року,
Profit and Loss,Прибутки та збитки,
Profit and Loss Statement,Звіт про прибутки та збитки,
Profit and Loss Summary,Зведення про прибутки та збитки,
Profit for the year,Прибуток за рік,
Profitability,Прибутковість,
Profitability Analysis,Аналіз прибутковості,
Program,Програма,
Program Abbreviation,Абревіатура програми,
Program Course,програма курсу,
Program Enrollment,Програма подачі заявок,
Program Enrollment Course,Програма Зарахування курс,
Program Enrollment Fee,Програма Зарахування Плата,
Program Enrollment Tool,Програма Зарахування Tool,
Program Enrollment Tool Student,Програма набору студентів для навчання Інструмент,
Program Fee,вартість програми,
Program Name,Назва програми,
Program and Course,Програма та курс,
Program in the Fee Structure and Student Group {0} are different.,Програма в структурі плати та група студентів {0} відрізняються.,
Program wise Fee Collection,Програма мудрого збору плати,
Program {0} does not exist.,Програми {0} не існує.,
Program: ,Програма:,
Programs,Програми,
Programs updated,Програми оновлені,
Progress,прогрес,
Progress % for a task cannot be more than 100.,Відсоток виконання завдання не може перевищувати 100.,
Progress (%),Прогрес (%),
Project,Проєкти,
Project Billing Summary,Підсумок виставлення рахунків за проект,
Project Collaboration Invitation,Запрошення до співпраці в проєкті,
Project Id,Ідентифікатор проекту,
Project Manager,Керівник проекту,
Project Name,Назва проекту,
Project Profitability,Прибутковість проекту,
Project Progress:,Хід проекту:,
Project Start Date,Дата початку проекту,
Project Status,Статус проекту,
Project Summary,Короткий зміст проекту,
Project Summary for {0},Зведений огляд проекту для {0},
Project Template,Шаблон проекту,
Project Template Task,Шаблон завдання проекту,
Project Type,Тип проекту,
Project Update,Оновлення проекту,
Project Update.,Оновлення проекту.,
Project User,Користувач проекту,
Project Value,Вартість проекту,
Project activity / task.,Проектна діяльність / завдання.,
Project master.,Майстер проекту.,
Project will be accessible on the website to these users,Проєкт буде доступний на вебсайті для цих користувачів,
Project wise Stock Tracking,Відстеження запасів за проектом,
Project wise Stock Tracking ,Відстеження запасів за проектом,
Project-wise data is not available for Quotation,Дані за проектом недоступні для котирування,
Projected,Прогнозований,
Projected On Hand,Проектовано на руці,
Projected Qty,Прогнозована кількість,
Projected Quantity,Прогнозована кількість,
Projected Quantity Formula,Формула прогнозованої кількості,
Projected Quantity as Source,Запланована кількість як джерело,
Projected qty,Прогнозована кількість,
Projects,Проєкти,
Projects Manager,Менеджер проектів,
Projects Settings,Налаштування проектів,
Projects User,Користувач проектів,
Promotional,Акційний,
Promotional Scheme,Промоційна схема,
Promotional Scheme Id,Ідентифікатор рекламної схеми,
Promotional Scheme Price Discount,Знижка за акційною програмою,
Promotional Scheme Product Discount,Знижка на продукцію за акційною програмою,
Prompt Qty,Кількість запиту,
Property,Властивість,
Property Depends On,Майно залежить від,
Property Setter,Встановлення властивостей,
Property Setter overrides a standard DocType or Field property,Нерухомість сетер скасовує стандартний DOCTYPE або поле властивості,
Property Type,Тип нерухомості,
Proposal Writing,Написання пропозицій,
Proposal/Price Quote,Пропозиція/Ціновий котирувань,
Prorate,Пропорційно,
Prospect,Перспектива,
Prospect Lead,Потенційний лідер,
Prospect Opportunity,Перспективна можливість,
Prospect Owner,Власник потенційного клієнта,
Prospect {0} already exists,Потенційний клієнт {0} вже існує,
Prospecting,Розвідка,
Prospects Engaged But Not Converted,"Потенційні клієнти залучені, але не конвертовані",
Protected DocType,Захищений тип документа,
Provide Email Address registered in company,"Вкажіть адресу електронної пошти, зареєстровану в компанії",
"Provide a list of allowed file extensions for file uploads. Each line should contain one allowed file type. If unset, all file extensions are allowed.",Вкажіть список дозволених розширень файлів для завантаження. Кожен рядок має містити один тип файлу. Якщо поле порожнє — дозволені всі розширення.,
"Provide a list of allowed file extensions for file uploads. Each line should contain one allowed file type. If unset, all file extensions are allowed. Example:","Надайте список дозволених розширень файлів для завантаження. Кожен рядок має містити один дозволений тип файлу. Якщо не встановлено, дозволені всі розширення файлів. Приклад:",
Provide the academic year and set the starting and ending date.,Укажіть навчальний рік та встановіть дату початку та закінчення.,
Provide the invoice portion in percent,Надайте частину рахунку-фактури у відсотках,
Provident Fund Account,Рахунок забезпеченого фонду,
Provider,Провайдер,
Provider Name,Ім&#39;я провайдера,
Providing,Надання,
Provisional Account,Тимчасовий рахунок,
Provisional Expense Account,Тимчасовий рахунок витрат,
Provisional Profit / Loss (Credit),Попередній прибуток/збиток (кредит),
Psi/1000 Feet,Psi/1000 футів,
Public,Публічний,
Public Key,Відкритий ключ,
Public Transport,Громадський транспорт,
Public token is missing for this bank,Для цього банку немає публічного маркера,
Publications,Публікації,
Publish,Опублікувати,
"Publish ""In Stock"" or ""Not in Stock"" on Hub based on stock available in this warehouse.",Публікуйте &quot;На складі&quot; або &quot;Немає в наявності&quot; на концентраторі на основі наявних на складі запасів.,
Publish 1 Item,Опублікуйте 1 пункт,
Publish Date,Дата публікації,
Publish Item to hub.erpnext.com,Опублікувати пункт в hub.erpnext.com,
Publish Items,Публікуйте елементи,
Publish Items on Website,Опублікувати об’єкти на веб-сайті,
Publish More Items,Опублікувати більше предметів,
Publish Your First Items,Опублікуйте свої перші предмети,
Publish in Hub,Опублікувати в Hub,
Publish {0} Items,Публікуйте {0} Елементи,
Publishable Key,Ключ до опублікування,
Published,Опублікований,
Published Date,Дата публікації,
Published Items,Опубліковані предмети,
Published On,Опубліковано на,
Published on,Опубліковано,
Publisher,Видавець,
Publisher ID,Ідентифікатор видавця,
